UserId:ItemId,Rating
33ce7ee122:34cb28c370,4.2478390314551175
eab9e065e5:34cb28c370,4.2480640858989025
f785763291:34cb28c370,4.247287253451476
5f8185d75d:34cb28c370,4.247553959300141
0eeef87507:1dfcdde662,4.24773634220519
cc5199f2f7:7724ef1f69,4.247003549890257
82ae2469c6:bc3b9136bc,4.247809200462905
afced32639:89138b3fef,4.247621937241353
cea1eee489:89138b3fef,4.247557037351191
2bb8f34435:ee46c55ce9,4.247943443939551
355c1965c6:47fbb47c3e,4.247757836562677
ee96e33972:47fbb47c3e,4.247729568560008
ad9b954e7d:47fbb47c3e,4.247099882074559
08094b7c2e:d9c70d1ac6,4.247901880021791
6d7faa7b56:d9c70d1ac6,4.2477419267291845
e89adb845b:972e7ee0b6,4.247731340045447
678dab68a5:972e7ee0b6,4.247641562850985
8952fbc06b:972e7ee0b6,4.247612933623606
d024341d3b:565cf650b0,4.247351567732824
a463ad7c2e:751afdc39b,4.2477986296117
16f1eee90f:751afdc39b,4.247618997037062
2ac929c26f:751afdc39b,4.247766804201031
18e8d8d43c:e9440489d3,4.247557973446305
87b2ec63e1:26d30a08c5,4.247997573820394
f35698f27c:26d30a08c5,4.2478256594475585
5f7978e83a:5e83d4a0b7,4.247213493219694
c032d35dbb:26d30a08c5,4.247511516401796
8e5c639a87:eb98bae7af,4.247834506107812
c0a8373027:a13b02f7c3,4.247846443180127
6e1fd87e63:c1c4ae27c3,4.247623358661797
891382c830:a13b02f7c3,4.247380871741556
e1f9b71896:a13b02f7c3,4.247145738105389
400223b755:d41a4e4da8,4.248173367880228
4c7ff10720:d41a4e4da8,4.247354165910662
2234de8d67:546759892e,4.247467435877039
bcc676609e:546759892e,4.247558557737714
0a41bf5da7:546759892e,4.247254008372156
21652fd957:008b7b011c,4.247735311962984
9ddbfe25f8:5e457c2085,4.247837775873106
bc2279b81d:5e457c2085,4.247580105346313
096ae30da5:5e457c2085,4.247625380132068
931388028d:5e457c2085,4.247501206633644
2b3d167a17:5e457c2085,4.2475892793491505
7235786b8d:5e457c2085,4.247808849531899
4f0563e0bb:330aa062c7,4.247762381682893
4b231b0598:a2c86e7468,4.247416922236527
4727387d16:a2c86e7468,4.2475561508402935
966647bebb:aceb777ebd,4.247593460531709
6e1fd87e63:aceb777ebd,4.247861780702502
398e8bc25f:57849301c6,4.24755567954427
ded3746396:57849301c6,4.24733640403481
1aff1789e4:57849301c6,4.247458164326883
296df466ee:57849301c6,4.247295215769493
a633d03ee2:cdcec4838e,4.247591786939832
5cfa210a0f:cdcec4838e,4.247504061598178
4bd6f61461:cdcec4838e,4.24799649457839
0abaa2e984:cdcec4838e,4.247282995505563
1b250e51a2:cdcec4838e,4.247504915341638
28828e9f25:16330c5624,4.247699679032917
c3d6bde8d8:16330c5624,4.247668722026805
838e23bb03:16330c5624,4.24771541631101
dc0f931de3:16330c5624,4.247839681769688
5da037069c:16330c5624,4.247622527651934
d540cf6848:2ca54470a2,4.247743415371434
3adfe81e56:f0ebb92675,4.2474343161486665
2398a3e27f:f0ebb92675,4.247667973129981
4f392a0971:f0ebb92675,4.247494183434664
942749c0c7:f0ebb92675,4.2474955976616435
100940ccba:f0ebb92675,4.247444655159937
d1664ac0e5:f0ebb92675,4.247344367315695
4be56a9594:f0ebb92675,4.247646253031181
ae3257080b:f0ebb92675,4.247857969628891
a8dbb709a5:f0ebb92675,4.247507223380111
bcb2d19497:d9ec7ed142,4.247728678490098
851d603e31:d9ec7ed142,4.247005774491042
f03aa32f8e:d3e354ee2b,4.247725718798571
bb4ba16881:d3e354ee2b,4.247609142587939
0b32ae8e43:aab88ae533,4.247751098036923
6700846e95:aab88ae533,4.247556497624997
1c060ae707:aab88ae533,4.24787418762223
dfe7f12ec2:aab88ae533,4.247667286992627
3c89cb966b:aab88ae533,4.247690976341426
a13a53f4d5:aab88ae533,4.247408124672328
4c4386636e:aab88ae533,4.247794621681471
b321ac937d:aab88ae533,4.247621640341424
12713ca3f1:aab88ae533,4.247984761788206
d6bd460efd:6d37da671e,4.247110659409379
da787358cf:6d37da671e,4.247930581323882
ec45156bd3:7a0bd51366,4.247596096930051
ba65ad117b:dea3adfa34,4.247239894073345
5a46b76f0b:dea3adfa34,4.247612587319113
8e3a8a2bef:dea3adfa34,4.2479662347733855
38fdd2db62:ef9cfd0d1c,4.247645264222694
88fecf8db0:ef9cfd0d1c,4.247741186045763
803217abb1:185a12e494,4.248357966822354
118ca3c667:185a12e494,4.247711473369655
c873665b79:ddf717ec75,4.247499569663856
217e5ffabb:185a12e494,4.247779065049472
6907a4675c:185a12e494,4.247359659483026
9860becdf9:185a12e494,4.24757793115043
77f1e582b8:185a12e494,4.247343622866512
d885562a71:185a12e494,4.247509540515604
9e0f9c923d:185a12e494,4.247748977070803
f58828c635:3a6a459c93,4.2481045558756
6440416c7a:3a6a459c93,4.247994700100313
7debc49244:3a6a459c93,4.24738486486817
53bdc48070:3a6a459c93,4.247927314947929
dfe07192b1:1774c14e11,4.24770049579542
f28b3a918a:a4cda62033,4.247743401950744
c4668916d5:aa6b19dc05,4.248021880315902
564544570b:0b7d6a161e,4.247163741183953
a949117d65:0b7d6a161e,4.247584376190558
456d542d96:0b7d6a161e,4.247410471242511
c0a8cffd4f:0b7d6a161e,4.247421143361532
